Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00  600000/1800000     std::allocator<double>::~allocator() [33]
                0.00    0.00  600000/600400      Particle::setX(double) [44]
                0.00    0.00  600000/600400      Particle::setY(double) [45]
-----------------------------------------------
                0.00    0.01  600000/1800006     main [1]
                0.00    0.02 1200006/1800006     Particle::moveRandom(double, double, double, double, double, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [2]
[3]     27.3    0.00    0.03 1800006         getRandomInt(int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, bool) [3]
                0.00    0.03 1800006/1800006     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [4]
                0.00    0.00 1800006/1800006     std::uniform_int_distribution<int>::uniform_int_distribution(int, int) [31]
-----------------------------------------------
                0.00    0.03 1800006/1800006     getRandomInt(int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, bool) [3]
[4]     27.3    0.00    0.03 1800006         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [4]
                0.00    0.03 1800006/1800006     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [5]
-----------------------------------------------
                0.00    0.03 1800006/1800006     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [4]
[5]     27.3    0.00    0.03 1800006         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [5]
                0.00    0.02 1800006/1800006     unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [7]
                0.01    0.00 3600012/3600012     std::uniform_int_distribution<int>::param_type::a() const [10]
                0.00    0.00 1800006/1800006     std::uniform_int_distribution<int>::param_type::b() const [29]
-----------------------------------------------
                0.00    0.02 1800006/1800006     unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [7]
[6]     18.2    0.00    0.02 1800006         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [6]
                0.02    0.00    2885/2885        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [8]
-----------------------------------------------
                0.00    0.02 1800006/1800006     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [5]
[7]     18.2    0.00    0.02 1800006         unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [7]
                0.00    0.02 1800006/1800006     std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [6]
-----------------------------------------------
                0.02    0.00    2885/2885        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [6]
[8]     18.2    0.02    0.00    2885         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [8]
-----------------------------------------------
                0.01    0.01  600000/600000      Particle::moveRandom(double, double, double, double, double, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [2]
[9]     13.6    0.01    0.01  600000         std::vector<double, std::allocator<double> >::~vector() [9]
                0.00    0.01  600000/600000      std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [12]
                0.00    0.00  600000/1800000     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [34]
                0.00    0.00  600000/600000      void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [77]
-----------------------------------------------
                0.01    0.00 3600012/3600012     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [5]
[10]     9.1    0.01    0.00 3600012         std::uniform_int_distribution<int>::param_type::a() const [10]
-----------------------------------------------
                0.00    0.01  600000/600000      std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [12]
[11]     9.1    0.00    0.01  600000         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [11]
                0.01    0.00  600000/600000      std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [13]
-----------------------------------------------
                0.00    0.01  600000/600000      std::vector<double, std::allocator<double> >::~vector() [9]
[12]     9.1    0.00    0.01  600000         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [12]
                0.00    0.01  600000/600000      std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [11]
                0.00    0.00  600000/600000      std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [58]
-----------------------------------------------
                0.01    0.00  600000/600000      std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [11]
[13]     9.1    0.01    0.00  600000         std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [13]
                0.00    0.00  600000/600000      __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [47]
-----------------------------------------------
                0.01    0.00  600000/600000      std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [15]
[14]     9.1    0.01    0.00  600000         void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [14]
                0.00    0.00 1200000/1800000     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [34]
                0.00    0.00  600000/600000      std::iterator_traits<double const*>::difference_type std::distance<double const*>(double const*, double const*) [78]
                0.00    0.00  600000/600000      std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [56]
                0.00    0.00  600000/600000      std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [65]
                0.00    0.00  600000/600000      double* std::__uninitialized_copy_a<double const*, double*, double>(double const*, double const*, double*, std::allocator<double>&) [74]
-----------------------------------------------
                0.00    0.01  600000/600000      Particle::moveRandom(double, double, double, double, double, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [2]
[15]     9.1    0.00    0.01  600000         std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [15]
                0.01    0.00  600000/600000      void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [14]
                0.00    0.00  600000/600000      std::initializer_list<double>::end() const [51]
                0.00    0.00  600000/600000      std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&) [60]
                0.00    0.00  600000/1200000     std::initializer_list<double>::begin() const [40]
-----------------------------------------------
                0.01    0.00  191386/191386      std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int&&) [18]
[16]     9.1    0.01    0.00  191386         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, int const&, unsigned long) const [16]
                0.00    0.00  191386/191386      std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, int const&, unsigned long) const [103]
-----------------------------------------------
                0.00    0.00     400/191386      counts(std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >&, double, double, double, double, double, double, int) [21]
                0.00    0.01  190986/191386      delta_entropy(std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >&, double, double, double, double, double, double, int, double, double, int) [19]
[17]     9.1    0.00    0.01  191386         std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >::operator[](int&&) [17]
                0.00    0.01  191386/191386      std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int&&) [18]
                0.00    0.00  191386/191438      std::remove_reference<int&>::type&& std::move<int&>(int&) [100]
-----------------------------------------------
                0.00    0.01  191386/191386      std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >::operator[](int&&) [17]
[18]     9.1    0.00    0.01  191386         std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int&&) [18]
                0.01    0.00  191386/191386      std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, int const&, unsigned long) const [16]
                0.00    0.00  191386/192067      std::__detail::_Hash_code_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [89]
                0.00    0.00  191386/191389      std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long) const [101]
                0.00    0.00  191334/191338      std::__detail::_Hash_node_value_base<std::pair<int const, int> >::_M_v() [104]
                0.00    0.00      52/191438      std::remove_reference<int&>::type&& std::move<int&>(int&) [100]
                0.00    0.00      52/52          std::tuple<int&&> std::forward_as_tuple<int>(int&&) [176]
                0.00    0.00      52/52          std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::_Scoped_node<std::piecewise_construct_t const&, std::tuple<int&&>, std::tuple<> >(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >*, std::piecewise_construct_t const&, std::tuple<int&&>&&, std::tuple<>&&) [151]
                0.00    0.00      52/52          std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) [153]
                0.00    0.00      52/52          std::__detail::_Node_iterator<std::pair<int const, int>, false, false>::operator->() const [148]
                0.00    0.00      52/52          std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::~_Scoped_node() [152]
-----------------------------------------------
                0.00    0.01  600000/600000      main [1]
[19]     9.1    0.00    0.01  600000         delta_entropy(std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >&, double, double, double, double, double, double, int, double, double, int) [19]
                0.00    0.01  190986/191386      std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >::operator[](int&&) [17]
-----------------------------------------------
                0.01    0.00 1200006/1200006     Particle::moveRandom(double, double, double, double, double, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [2]
[20]     4.5    0.01    0.00 1200006         std::vector<double, std::allocator<double> >::size() const [20]
-----------------------------------------------
                0.00    0.00     400/400         main [1]
[21]     0.0    0.00    0.00     400         counts(std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >&, double, double, double, double, double, double, int) [21]
                0.00    0.00     400/191386      std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >::operator[](int&&) [17]
-----------------------------------------------
                0.00    0.00     800/3000800     inicializar(std::vector<Particle, std::allocator<Particle> >&, int, double, bool) [231]
                0.00    0.00 3000000/3000800     main [1]
[28]     0.0    0.00    0.00 3000800         std::vector<Particle, std::allocator<Particle> >::operator[](unsigned long) [28]
-----------------------------------------------
                0.00    0.00 1800006/1800006     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [5]
[29]     0.0    0.00    0.00 1800006         std::uniform_int_distribution<int>::param_type::b() const [29]
-----------------------------------------------
                0.00    0.00 1800006/1800006     std::uniform_int_distribution<int>::uniform_int_distribution(int, int) [31]
[30]     0.0    0.00    0.00 1800006         std::uniform_int_distribution<int>::param_type::param_type(int, int) [30]
-----------------------------------------------
                0.00    0.00 1800006/1800006     getRandomInt(int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, bool) [3]
[31]     0.0    0.00    0.00 1800006         std::uniform_int_distribution<int>::uniform_int_distribution(int, int) [31]
                0.00    0.00 1800006/1800006     std::uniform_int_distribution<int>::param_type::param_type(int, int) [30]
-----------------------------------------------
                0.00    0.00 1800000/1800000     std::allocator<double>::~allocator() [33]
[32]     0.0    0.00    0.00 1800000         __gnu_cxx::new_allocator<double>::~new_allocator() [32]
-----------------------------------------------
                0.00    0.00  600000/1800000     Particle::moveRandom(double, double, double, double, double, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [2]
                0.00    0.00  600000/1800000     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [58]
                0.00    0.00  600000/1800000     std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [65]
[33]     0.0    0.00    0.00 1800000         std::allocator<double>::~allocator() [33]
                0.00    0.00 1800000/1800000     __gnu_cxx::new_allocator<double>::~new_allocator() [32]
-----------------------------------------------
                0.00    0.00  600000/1800000     std::vector<double, std::allocator<double> >::~vector() [9]
                0.00    0.00 1200000/1800000     void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [14]
[34]     0.0    0.00    0.00 1800000         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [34]
-----------------------------------------------
                0.00    0.00 1200400/1200400     main [1]
[35]     0.0    0.00    0.00 1200400         Particle::getX() const [35]
-----------------------------------------------
                0.00    0.00 1200400/1200400     main [1]
[36]     0.0    0.00    0.00 1200400         Particle::getY() const [36]
-----------------------------------------------
                0.00    0.00 1200006/1200006     Particle::moveRandom(double, double, double, double, double, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [2]
[37]     0.0    0.00    0.00 1200006         std::vector<double, std::allocator<double> >::operator[](unsigned long) [37]
-----------------------------------------------
                0.00    0.00 1200000/1200000     std::allocator<double>::allocator(std::allocator<double> const&) [41]
[38]     0.0    0.00    0.00 1200000         __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [38]
-----------------------------------------------
                0.00    0.00  600000/1200000     __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [48]
                0.00    0.00  600000/1200000     __gnu_cxx::new_allocator<double>::max_size() const [50]
[39]     0.0    0.00    0.00 1200000         __gnu_cxx::new_allocator<double>::_M_max_size() const [39]
-----------------------------------------------
                0.00    0.00  600000/1200000     std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [15]
                0.00    0.00  600000/1200000     std::initializer_list<double>::end() const [51]
[40]     0.0    0.00    0.00 1200000         std::initializer_list<double>::begin() const [40]
-----------------------------------------------
                0.00    0.00  600000/1200000     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [57]
                0.00    0.00  600000/1200000     std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [65]
[41]     0.0    0.00    0.00 1200000         std::allocator<double>::allocator(std::allocator<double> const&) [41]
                0.00    0.00 1200000/1200000     __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [38]
-----------------------------------------------
                0.00    0.00 1200000/1200000     double* std::copy<double const*, double*>(double const*, double const*, double*) [75]
[42]     0.0    0.00    0.00 1200000         double const* std::__miter_base<double const*>(double const*) [42]
-----------------------------------------------
                0.00    0.00 1200000/1200000     double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [69]
[43]     0.0    0.00    0.00 1200000         double const* std::__niter_base<double const*>(double const*) [43]
-----------------------------------------------
                0.00    0.00     400/600400      inicializar(std::vector<Particle, std::allocator<Particle> >&, int, double, bool) [231]
                0.00    0.00  600000/600400      Particle::moveRandom(double, double, double, double, double, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [2]
[44]     0.0    0.00    0.00  600400         Particle::setX(double) [44]
-----------------------------------------------
                0.00    0.00     400/600400      inicializar(std::vector<Particle, std::allocator<Particle> >&, int, double, bool) [231]
                0.00    0.00  600000/600400      Particle::moveRandom(double, double, double, double, double, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [2]
[45]     0.0    0.00    0.00  600400         Particle::setY(double) [45]
-----------------------------------------------
                0.00    0.00      20/600020      std::vector<Particle, std::allocator<Particle> >::_S_max_size(std::allocator<Particle> const&) [187]
                0.00    0.00  600000/600020      std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [64]
[46]     0.0    0.00    0.00  600020         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [46]
-----------------------------------------------
                0.00    0.00  600000/600000      std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [13]
[47]     0.0    0.00    0.00  600000         __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [47]
-----------------------------------------------
                0.00    0.00  600000/600000      std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [61]
[48]     0.0    0.00    0.00  600000         __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [48]
                0.00    0.00  600000/1200000     __gnu_cxx::new_allocator<double>::_M_max_size() const [39]
-----------------------------------------------
                0.00    0.00  600000/600000      std::allocator<double>::allocator() [53]
[49]     0.0    0.00    0.00  600000         __gnu_cxx::new_allocator<double>::new_allocator() [49]
-----------------------------------------------
                0.00    0.00  600000/600000      std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [62]
[50]     0.0    0.00    0.00  600000         __gnu_cxx::new_allocator<double>::max_size() const [50]
                0.00    0.00  600000/1200000     __gnu_cxx::new_allocator<double>::_M_max_size() const [39]
-----------------------------------------------
                0.00    0.00  600000/600000      std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [15]
[51]     0.0    0.00    0.00  600000         std::initializer_list<double>::end() const [51]
                0.00    0.00  600000/1200000     std::initializer_list<double>::begin() const [40]
                0.00    0.00  600000/600000      std::initializer_list<double>::size() const [52]
-----------------------------------------------
                0.00    0.00  600000/600000      std::initializer_list<double>::end() const [51]
[52]     0.0    0.00    0.00  600000         std::initializer_list<double>::size() const [52]
-----------------------------------------------
                0.00    0.00  600000/600000      Particle::moveRandom(double, double, double, double, double, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [2]
[53]     0.0    0.00    0.00  600000         std::allocator<double>::allocator() [53]
                0.00    0.00  600000/600000      __gnu_cxx::new_allocator<double>::new_allocator() [49]
-----------------------------------------------
                0.00    0.00  600000/600000      double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [71]
[54]     0.0    0.00    0.00  600000         double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [54]
-----------------------------------------------
                0.00    0.00  600000/600000      void std::_Destroy<double*>(double*, double*) [76]
[55]     0.0    0.00    0.00  600000         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [55]
-----------------------------------------------
                0.00    0.00  600000/600000      void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [14]
[56]     0.0    0.00    0.00  600000         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [56]
                0.00    0.00  600000/600000      std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [61]
-----------------------------------------------
                0.00    0.00  600000/600000      std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&) [60]
