Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00      52/208         std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [136]
                0.00    0.00      52/208         std::tuple<int&&>&& std::forward<std::tuple<int&&> >(std::remove_reference<std::tuple<int&&> >::type&) [138]
                0.00    0.00      52/52          std::tuple<int&&>::tuple(std::tuple<int&&>&&) [167]
                0.00    0.00      52/208         std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [137]
                0.00    0.00      52/1015        operator new(unsigned long, void*) [109]
                0.00    0.00      52/52          std::pair<int const, int>::pair<int&&>(std::piecewise_construct_t, std::tuple<int&&>, std::tuple<>) [165]
-----------------------------------------------
                0.00    0.00      52/52          __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::allocate(unsigned long, void const*) [145]
[147]    0.0    0.00    0.00      52         __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::_M_max_size() const [147]
-----------------------------------------------
                0.00    0.00      52/52          std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int&&) [18]
[148]    0.0    0.00    0.00      52         std::__detail::_Node_iterator<std::pair<int const, int>, false, false>::operator->() const [148]
                0.00    0.00      52/191494      std::__detail::_Hash_node_value_base<std::pair<int const, int> >::_M_valptr() [99]
-----------------------------------------------
                0.00    0.00      52/52          std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) [153]
[149]    0.0    0.00    0.00      52         std::__detail::_Hash_code_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_store_code(std::__detail::_Hash_node_code_cache<false>&, unsigned long) const [149]
-----------------------------------------------
                0.00    0.00      52/52          std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) [153]
[150]    0.0    0.00    0.00      52         std::__detail::_Prime_rehash_policy::_M_state() const [150]
-----------------------------------------------
                0.00    0.00      52/52          std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int&&) [18]
[151]    0.0    0.00    0.00      52         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::_Scoped_node<std::piecewise_construct_t const&, std::tuple<int&&>, std::tuple<> >(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >*, std::piecewise_construct_t const&, std::tuple<int&&>&&, std::tuple<>&&) [151]
                0.00    0.00      52/208         std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [137]
                0.00    0.00      52/208         std::tuple<int&&>&& std::forward<std::tuple<int&&> >(std::remove_reference<std::tuple<int&&> >::type&) [138]
                0.00    0.00      52/208         std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [136]
                0.00    0.00      52/52          std::__detail::_Hash_node<std::pair<int const, int>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int&&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int&&>&&, std::tuple<>&&) [170]
-----------------------------------------------
                0.00    0.00      52/52          std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int&&) [18]
[152]    0.0    0.00    0.00      52         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::~_Scoped_node() [152]
-----------------------------------------------
                0.00    0.00      52/52          std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int&&) [18]
[153]    0.0    0.00    0.00      52         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) [153]
                0.00    0.00      52/52          std::__detail::_Prime_rehash_policy::_M_state() const [150]
                0.00    0.00      52/52          std::__detail::_Hash_code_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_store_code(std::__detail::_Hash_node_code_cache<false>&, unsigned long) const [149]
                0.00    0.00      52/52          std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<int const, int>, false>*) [154]
                0.00    0.00      52/54          std::__detail::_Node_iterator<std::pair<int const, int>, false, false>::_Node_iterator(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [140]
                0.00    0.00       3/3           std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash(unsigned long, unsigned long const&) [221]
                0.00    0.00       3/191389      std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long) const [101]
-----------------------------------------------
                0.00    0.00      52/52          std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) [153]
[154]    0.0    0.00    0.00      52         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<int const, int>, false>*) [154]
                0.00    0.00      46/1323        std::__detail::_Hash_node<std::pair<int const, int>, false>::_M_next() const [107]
                0.00    0.00      46/639         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<int const, int>, false> const&) const [114]
-----------------------------------------------
                0.00    0.00      52/52          std::_Tuple_impl<0ul, int&&>::_M_head(std::_Tuple_impl<0ul, int&&>&) [157]
[155]    0.0    0.00    0.00      52         std::_Head_base<0ul, int&&, false>::_M_head(std::_Head_base<0ul, int&&, false>&) [155]
-----------------------------------------------
                0.00    0.00      52/52          std::_Tuple_impl<0ul, int&&>::_Tuple_impl<int>(int&&) [159]
[156]    0.0    0.00    0.00      52         std::_Head_base<0ul, int&&, false>::_Head_base<int>(int&&) [156]
                0.00    0.00      52/2628        int&& std::forward<int>(std::remove_reference<int>::type&) [105]
-----------------------------------------------
                0.00    0.00      52/52          int& std::__get_helper<0ul, int&&>(std::_Tuple_impl<0ul, int&&>&) [174]
[157]    0.0    0.00    0.00      52         std::_Tuple_impl<0ul, int&&>::_M_head(std::_Tuple_impl<0ul, int&&>&) [157]
                0.00    0.00      52/52          std::_Head_base<0ul, int&&, false>::_M_head(std::_Head_base<0ul, int&&, false>&) [155]
-----------------------------------------------
                0.00    0.00      52/52          std::tuple<int&&>::tuple(std::tuple<int&&>&&) [167]
[158]    0.0    0.00    0.00      52         std::_Tuple_impl<0ul, int&&>::_Tuple_impl(std::_Tuple_impl<0ul, int&&>&&) [158]
-----------------------------------------------
                0.00    0.00      52/52          std::tuple<int&&>::tuple<int, true, true>(int&&) [168]
[159]    0.0    0.00    0.00      52         std::_Tuple_impl<0ul, int&&>::_Tuple_impl<int>(int&&) [159]
                0.00    0.00      52/2628        int&& std::forward<int>(std::remove_reference<int>::type&) [105]
                0.00    0.00      52/52          std::_Head_base<0ul, int&&, false>::_Head_base<int>(int&&) [156]
-----------------------------------------------
                0.00    0.00      52/52          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [172]
[160]    0.0    0.00    0.00      52         std::pointer_traits<std::__detail::_Hash_node<std::pair<int const, int>, false>*>::pointer_to(std::__detail::_Hash_node<std::pair<int const, int>, false>&) [160]
                0.00    0.00      52/52          std::__detail::_Hash_node<std::pair<int const, int>, false>* std::addressof<std::__detail::_Hash_node<std::pair<int const, int>, false> >(std::__detail::_Hash_node<std::pair<int const, int>, false>&) [179]
-----------------------------------------------
                0.00    0.00      52/52          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [172]
[161]    0.0    0.00    0.00      52         std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::deallocate(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) [161]
                0.00    0.00      52/52          __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::deallocate(std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) [143]
-----------------------------------------------
                0.00    0.00      52/52          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [171]
[162]    0.0    0.00    0.00      52         void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::destroy<std::pair<int const, int> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, std::pair<int const, int>*) [162]
                0.00    0.00      52/52          void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::destroy<std::pair<int const, int> >(std::pair<int const, int>*) [144]
-----------------------------------------------
                0.00    0.00      52/52          std::__detail::_Hash_node<std::pair<int const, int>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int&&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int&&>&&, std::tuple<>&&) [170]
[163]    0.0    0.00    0.00      52         std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::allocate(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, unsigned long) [163]
                0.00    0.00      52/52          __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::allocate(unsigned long, void const*) [145]
-----------------------------------------------
                0.00    0.00      52/52          std::__detail::_Hash_node<std::pair<int const, int>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int&&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int&&>&&, std::tuple<>&&) [170]
[164]    0.0    0.00    0.00      52         void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int&&>, std::tuple<> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int&&>&&, std::tuple<>&&) [164]
                0.00    0.00      52/208         std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [137]
                0.00    0.00      52/208         std::tuple<int&&>&& std::forward<std::tuple<int&&> >(std::remove_reference<std::tuple<int&&> >::type&) [138]
                0.00    0.00      52/208         std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [136]
                0.00    0.00      52/52          void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int&&>, std::tuple<> >(std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int&&>&&, std::tuple<>&&) [146]
-----------------------------------------------
                0.00    0.00      52/52          void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int&&>, std::tuple<> >(std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int&&>&&, std::tuple<>&&) [146]
[165]    0.0    0.00    0.00      52         std::pair<int const, int>::pair<int&&>(std::piecewise_construct_t, std::tuple<int&&>, std::tuple<>) [165]
                0.00    0.00      52/52          std::pair<int const, int>::pair<int&&, 0ul>(std::tuple<int&&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [166]
-----------------------------------------------
                0.00    0.00      52/52          std::pair<int const, int>::pair<int&&>(std::piecewise_construct_t, std::tuple<int&&>, std::tuple<>) [165]
[166]    0.0    0.00    0.00      52         std::pair<int const, int>::pair<int&&, 0ul>(std::tuple<int&&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [166]
                0.00    0.00      52/52          std::tuple_element<0ul, std::tuple<int&&> >::type& std::get<0ul, int&&>(std::tuple<int&&>&) [177]
                0.00    0.00      52/52          int&& std::forward<int&&>(std::remove_reference<int&&>::type&) [178]
-----------------------------------------------
                0.00    0.00      52/52          void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int&&>, std::tuple<> >(std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int&&>&&, std::tuple<>&&) [146]
[167]    0.0    0.00    0.00      52         std::tuple<int&&>::tuple(std::tuple<int&&>&&) [167]
                0.00    0.00      52/52          std::_Tuple_impl<0ul, int&&>::_Tuple_impl(std::_Tuple_impl<0ul, int&&>&&) [158]
-----------------------------------------------
                0.00    0.00      52/52          std::tuple<int&&> std::forward_as_tuple<int>(int&&) [176]
[168]    0.0    0.00    0.00      52         std::tuple<int&&>::tuple<int, true, true>(int&&) [168]
                0.00    0.00      52/2628        int&& std::forward<int>(std::remove_reference<int>::type&) [105]
                0.00    0.00      52/52          std::_Tuple_impl<0ul, int&&>::_Tuple_impl<int>(int&&) [159]
-----------------------------------------------
                0.00    0.00      52/52          std::__detail::_Hash_node<std::pair<int const, int>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int&&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int&&>&&, std::tuple<>&&) [170]
[169]    0.0    0.00    0.00      52         std::__detail::_Hash_node<std::pair<int const, int>, false>::_Hash_node() [169]
                0.00    0.00      52/53          std::__detail::_Hash_node_base::_Hash_node_base() [142]
-----------------------------------------------
                0.00    0.00      52/52          std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::_Scoped_node<std::piecewise_construct_t const&, std::tuple<int&&>, std::tuple<> >(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >*, std::piecewise_construct_t const&, std::tuple<int&&>&&, std::tuple<>&&) [151]
[170]    0.0    0.00    0.00      52         std::__detail::_Hash_node<std::pair<int const, int>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int&&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int&&>&&, std::tuple<>&&) [170]
                0.00    0.00     104/214         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_node_allocator() [134]
                0.00    0.00      52/52          std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::allocate(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, unsigned long) [163]
                0.00    0.00      52/52          std::__detail::_Hash_node<std::pair<int const, int>, false>* std::__to_address<std::__detail::_Hash_node<std::pair<int const, int>, false> >(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [175]
                0.00    0.00      52/52          std::__detail::_Hash_node<std::pair<int const, int>, false>::_Hash_node() [169]
                0.00    0.00      52/1015        operator new(unsigned long, void*) [109]
                0.00    0.00      52/208         std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [137]
                0.00    0.00      52/208         std::tuple<int&&>&& std::forward<std::tuple<int&&> >(std::remove_reference<std::tuple<int&&> >::type&) [138]
                0.00    0.00      52/208         std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [136]
                0.00    0.00      52/191494      std::__detail::_Hash_node_value_base<std::pair<int const, int> >::_M_valptr() [99]
                0.00    0.00      52/52          void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int&&>, std::tuple<> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int&&>&&, std::tuple<>&&) [164]
-----------------------------------------------
                0.00    0.00      52/52          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [264]
[171]    0.0    0.00    0.00      52         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [171]
                0.00    0.00      52/191494      std::__detail::_Hash_node_value_base<std::pair<int const, int> >::_M_valptr() [99]
                0.00    0.00      52/214         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_node_allocator() [134]
                0.00    0.00      52/52          void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::destroy<std::pair<int const, int> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, std::pair<int const, int>*) [162]
                0.00    0.00      52/52          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [172]
-----------------------------------------------
                0.00    0.00      52/52          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [171]
[172]    0.0    0.00    0.00      52         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [172]
                0.00    0.00      52/52          std::pointer_traits<std::__detail::_Hash_node<std::pair<int const, int>, false>*>::pointer_to(std::__detail::_Hash_node<std::pair<int const, int>, false>&) [160]
                0.00    0.00      52/214         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_node_allocator() [134]
                0.00    0.00      52/52          std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::deallocate(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) [161]
-----------------------------------------------
                0.00    0.00      52/52          std::__detail::_Hash_node<std::pair<int const, int>, false>* std::addressof<std::__detail::_Hash_node<std::pair<int const, int>, false> >(std::__detail::_Hash_node<std::pair<int const, int>, false>&) [179]
[173]    0.0    0.00    0.00      52         std::__detail::_Hash_node<std::pair<int const, int>, false>* std::__addressof<std::__detail::_Hash_node<std::pair<int const, int>, false> >(std::__detail::_Hash_node<std::pair<int const, int>, false>&) [173]
-----------------------------------------------
                0.00    0.00      52/52          std::tuple_element<0ul, std::tuple<int&&> >::type& std::get<0ul, int&&>(std::tuple<int&&>&) [177]
[174]    0.0    0.00    0.00      52         int& std::__get_helper<0ul, int&&>(std::_Tuple_impl<0ul, int&&>&) [174]
                0.00    0.00      52/52          std::_Tuple_impl<0ul, int&&>::_M_head(std::_Tuple_impl<0ul, int&&>&) [157]
-----------------------------------------------
                0.00    0.00      52/52          std::__detail::_Hash_node<std::pair<int const, int>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int&&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int&&>&&, std::tuple<>&&) [170]
[175]    0.0    0.00    0.00      52         std::__detail::_Hash_node<std::pair<int const, int>, false>* std::__to_address<std::__detail::_Hash_node<std::pair<int const, int>, false> >(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [175]
-----------------------------------------------
                0.00    0.00      52/52          std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int&&) [18]
[176]    0.0    0.00    0.00      52         std::tuple<int&&> std::forward_as_tuple<int>(int&&) [176]
                0.00    0.00      52/2628        int&& std::forward<int>(std::remove_reference<int>::type&) [105]
                0.00    0.00      52/52          std::tuple<int&&>::tuple<int, true, true>(int&&) [168]
-----------------------------------------------
                0.00    0.00      52/52          std::pair<int const, int>::pair<int&&, 0ul>(std::tuple<int&&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [166]
[177]    0.0    0.00    0.00      52         std::tuple_element<0ul, std::tuple<int&&> >::type& std::get<0ul, int&&>(std::tuple<int&&>&) [177]
                0.00    0.00      52/52          int& std::__get_helper<0ul, int&&>(std::_Tuple_impl<0ul, int&&>&) [174]
-----------------------------------------------
                0.00    0.00      52/52          std::pair<int const, int>::pair<int&&, 0ul>(std::tuple<int&&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [166]
[178]    0.0    0.00    0.00      52         int&& std::forward<int&&>(std::remove_reference<int&&>::type&) [178]
-----------------------------------------------
                0.00    0.00      52/52          std::pointer_traits<std::__detail::_Hash_node<std::pair<int const, int>, false>*>::pointer_to(std::__detail::_Hash_node<std::pair<int const, int>, false>&) [160]
[179]    0.0    0.00    0.00      52         std::__detail::_Hash_node<std::pair<int const, int>, false>* std::addressof<std::__detail::_Hash_node<std::pair<int const, int>, false> >(std::__detail::_Hash_node<std::pair<int const, int>, false>&) [179]
                0.00    0.00      52/52          std::__detail::_Hash_node<std::pair<int const, int>, false>* std::__addressof<std::__detail::_Hash_node<std::pair<int const, int>, false> >(std::__detail::_Hash_node<std::pair<int const, int>, false>&) [173]
-----------------------------------------------
                0.00    0.00       1/41          inicializar(std::vector<Particle, std::allocator<Particle> >&, int, double, bool) [231]
                0.00    0.00      40/41          std::vector<Particle, std::allocator<Particle> >::_M_check_len(unsigned long, char const*) const [197]
[180]    0.0    0.00    0.00      41         std::vector<Particle, std::allocator<Particle> >::size() const [180]
-----------------------------------------------
                0.00    0.00      10/30          __gnu_cxx::new_allocator<Particle>::allocate(unsigned long, void const*) [195]
                0.00    0.00      20/30          __gnu_cxx::new_allocator<Particle>::max_size() const [183]
[181]    0.0    0.00    0.00      30         __gnu_cxx::new_allocator<Particle>::_M_max_size() const [181]
-----------------------------------------------
                0.00    0.00       1/21          std::vector<Particle, std::allocator<Particle> >::~vector() [261]
                0.00    0.00      20/21          void std::vector<Particle, std::allocator<Particle> >::_M_realloc_insert<int, int>(__gnu_cxx::__normal_iterator<Particle*, std::vector<Particle, std::allocator<Particle> > >, int&&, int&&) [201]
[182]    0.0    0.00    0.00      21         std::_Vector_base<Particle, std::allocator<Particle> >::_M_get_Tp_allocator() [182]
-----------------------------------------------
                0.00    0.00      20/20          std::allocator_traits<std::allocator<Particle> >::max_size(std::allocator<Particle> const&) [186]
[183]    0.0    0.00    0.00      20         __gnu_cxx::new_allocator<Particle>::max_size() const [183]
                0.00    0.00      20/30          __gnu_cxx::new_allocator<Particle>::_M_max_size() const [181]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Particle, std::allocator<Particle> >::max_size() const [185]
