0,0,0,0.1,-4.9,0,0.1,0.1,0
0,0,5,-4.9,-4.9,0,0.1,0.1,0
5,5,5,-4.9,-4.9,0,0.1,0.1,0
10,0,5,-4.9,-4.9,0,0.1,0.1,0
10,0,5,-4.9,-4.9,5,0.1,0.1,0
10,0,5,-4.9,-9.9,10,0.1,0.1,0
15,0,5,-4.9,-9.9,10,0.1,0.1,0
15,0,10,-4.9,-9.9,10,0.1,0.1,0
15,0,10,-4.9,-9.9,5,0.1,0.1,0
15,0,5,-4.9,-9.9,5,0.1,0.1,0
15,0,0,0.1,-9.9,5,0.1,0.1,0
15,0,5,0.1,-9.9,5,0.1,0.1,0
15,0,5,0.1,-9.9,5,0.1,0.1,0
15,0,5,0.1,-4.9,10,0.1,0.1,0
15,0,5,5.1,-4.9,10,0.1,0.1,0
15,0,5,5.1,-4.9,10,5.1,5.1,0
10,5,5,5.1,-4.9,10,5.1,5.1,0
10,5,5,10.1,-4.9,10,5.1,5.1,0
10,5,5,10.1,-9.9,5,5.1,5.1,0
10,5,5,10.1,-4.9,5,5.1,5.1,0
10,5,10,5.1,-4.9,5,5.1,5.1,0
10,5,10,5.1,-9.9,10,5.1,5.1,0
10,5,10,5.1,-9.9,10,5.1,5.1,0
10,5,5,10.1,-9.9,10,5.1,5.1,0
10,5,5,10.1,-4.9,10,5.1,5.1,0
10,5,5,10.1,-4.9,15,5.1,5.1,0
10,5,5,10.1,0.1,10,5.1,5.1,0
15,10,5,10.1,0.1,10,5.1,5.1,0
15,10,5,10.1,0.1,5,5.1,5.1,0
15,10,5,10.1,0.1,5,0.1,5.1,0
15,10,10,15.1,0.1,5,0.1,5.1,0
15,10,10,15.1,-4.9,0,0.1,5.1,0
10,5,10,15.1,-4.9,0,0.1,5.1,0
10,5,10,15.1,-4.9,0,0.1,5.1,0
10,5,10,15.1,-4.9,0,-4.9,0.1,0
15,5,10,15.1,-4.9,0,-4.9,0.1,0
15,5,10,15.1,-4.9,0,-9.9,-4.9,0
15,5,10,15.1,-4.9,0,-4.9,-9.9,0
15,5,10,15.1,0.1,0,-4.9,-9.9,0
15,5,5,10.1,0.1,0,-4.9,-9.9,0
15,5,5,10.1,0.1,5,-4.9,-9.9,0
15,5,5,5.1,0.1,5,-4.9,-9.9,0
15,5,5,5.1,0.1,5,-9.9,-9.9,0
15,5,5,5.1,0.1,5,-4.9,-4.9,0
15,5,0,0.1,0.1,5,-4.9,-4.9,0
15,5,0,0.1,5.1,5,-4.9,-4.9,0
15,5,0,0.1,0.1,5,-4.9,-4.9,0
15,5,-5,0.1,0.1,5,-4.9,-4.9,0
15,5,-5,0.1,0.1,5,-9.9,-4.9,0
15,5,-5,0.1,0.1,5,-9.9,-4.9,0
15,5,-5,0.1,0.1,5,-9.9,-4.9,0
15,5,-5,0.1,0.1,5,-14.9,-9.9,0
10,10,-5,0.1,0.1,5,-14.9,-9.9,0
10,10,-5,0.1,0.1,5,-14.9,-9.9,0
10,10,-5,0.1,0.1,5,-9.9,-4.9,0
10,10,-5,0.1,0.1,5,-9.9,0.1,0
10,15,-5,0.1,0.1,5,-9.9,0.1,0
10,15,-5,-4.9,0.1,5,-9.9,0.1,0
10,15,-5,-9.9,0.1,5,-9.9,0.1,0
10,15,-5,-9.9,-4.9,10,-9.9,0.1,0
10,15,-10,-9.9,-4.9,10,-9.9,0.1,0
10,15,-15,-4.9,-4.9,10,-9.9,0.1,0
5,10,-15,-4.9,-4.9,10,-9.9,0.1,0
5,10,-15,-4.9,-4.9,10,-9.9,0.1,0
5,10,-15,-4.9,-4.9,10,-4.9,5.1,0
10,10,-15,-4.9,-4.9,10,-4.9,5.1,0
15,10,-15,-4.9,-4.9,10,-4.9,5.1,0
15,10,-15,-4.9,-4.9,10,-4.9,10.1,0
15,10,-10,-4.9,-4.9,10,-4.9,10.1,0
15,5,-10,-4.9,-4.9,10,-4.9,10.1,0
15,5,-10,-4.9,0.1,15,-4.9,10.1,0
15,10,-10,-4.9,0.1,15,-4.9,10.1,0
15,10,-10,-4.9,5.1,15,-4.9,10.1,0
15,10,-15,-4.9,5.1,15,-4.9,10.1,0
15,10,-15,-4.9,5.1,15,-4.9,10.1,0
15,10,-15,-4.9,0.1,10,-4.9,10.1,0
15,10,-15,-4.9,0.1,10,-4.9,5.1,0
10,15,-15,-4.9,0.1,10,-4.9,5.1,0
10,15,-15,-4.9,0.1,10,-9.9,5.1,0
10,15,-15,-4.9,0.1,15,-9.9,5.1,0
10,20,-15,-4.9,0.1,15,-9.9,5.1,0
10,20,-15,-4.9,0.1,15,-14.9,10.1,0
10,20,-15,-4.9,-4.9,20,-14.9,10.1,0
10,20,-15,-4.9,-9.9,20,-14.9,10.1,0
10,20,-10,-4.9,-9.9,20,-14.9,10.1,0
10,20,-10,-4.9,-9.9,20,-14.9,5.1,0
10,20,-10,-4.9,-4.9,20,-14.9,5.1,0
10,20,-10,-4.9,-4.9,20,-14.9,5.1,0
10,20,-15,-9.9,-4.9,20,-14.9,5.1,0
5,20,-15,-9.9,-4.9,20,-14.9,5.1,0
5,20,-15,-9.9,-4.9,20,-9.9,5.1,0
5,20,-20,-14.9,-4.9,20,-9.9,5.1,0
5,20,-20,-14.9,-9.9,25,-9.9,5.1,0
5,25,-20,-14.9,-9.9,25,-9.9,5.1,0
5,25,-20,-14.9,-9.9,25,-4.9,0.1,0
5,25,-20,-14.9,-14.9,30,-4.9,0.1,0
5,25,-20,-14.9,-14.9,30,-4.9,5.1,0
5,25,-20,-14.9,-14.9,30,0.1,5.1,0
5,25,-15,-14.9,-14.9,30,0.1,5.1,0
5,25,-15,-14.9,-19.9,30,0.1,5.1,0
